Authors,Article Title,Source Title,DOI,Publication Year,First Author Origin,Senior Author Origin,Sampled Focal Taxa Range,Sequencing Method,Study Focus,Comments
"Onuki, Keisuke; Fuke, Yusuke","Rediscovery of a native freshwater shrimp, Neocaridina denticulata, and expansion of an invasive species in and around Lake Biwa, Japan: genetic and morphological approach",CONSERVATION GENETICS,10.1007/s10592-022-01467-1,2022,Global North,Global North,Global North,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,
"Oswald, Jessica A.; Roth, Barry; Faske, Trevor M.; Allen, Julie M.; Mestre, Cathleen; Rivers-Pankratz, Darci; Van Norman, Kelli; Guralnick, Robert P.",Population genomics of Monadenia (Gastropoda: Stylommatophora: Xanthonychidae) land snails reveals structuring but gene-flow across distinct species and morphotypes,CONSERVATION GENETICS,10.1007/s10592-021-01410-w,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Pasinelli, Gilberto",Genetic diversity and spatial genetic structure support the specialist-generalist variation hypothesis in two sympatric woodpecker species,CONSERVATION GENETICS,10.1007/s10592-022-01451-9,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Pepke, Michael Le; Niskanen, Alina K.; Kvalnes, Thomas; Boner, Winnie; Saether, Bernt-Erik; Ringsby, Thor Harald; Jensen, Henrik",Inbreeding is associated with shorter early-life telomere length in a wild passerine,CONSERVATION GENETICS,10.1007/s10592-022-01441-x,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,high density SNP array + telomere measures
"Perrin-Stowe, Tolulope I. N.; Ishida, Yasuko; Terrill, Emily E.; Beetem, Dan; Ryder, Oliver A.; Novakofski, Jan E.; Mateus-Pinilla, Nohra E.; Roca, Alfred L.",Variation in the PRNP gene of Pere David's deer (Elaphurus davidianus) may impact genetic vulnerability to chronic wasting disease,CONSERVATION GENETICS,10.1007/s10592-021-01419-1,2022,Global North,Global North,Global North,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Portanier, Elodie; Chevret, Pascale; Gelin, Pauline; Benedetti, Pierre; Sanchis, Frederic; Barbanera, Filippo; Kaerle, Cecile; Queney, Guillaume; Bourgoin, Gilles; Devillard, Sebastien; Garel, Mathieu",New insights into the past and recent evolutionary history of the Corsican mouflon (Ovis gmelini musimon) to inform its conservation,CONSERVATION GENETICS,10.1007/s10592-021-01399-2,2022,Global North,Global North,Global North,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,Phylogenetics
"Portanier, Elodie; Leger, Francois; Henry, Laurence; Gayet, Thibault; Queney, Guillaume; Ruette, Sandrine; Devillard, Sebastien","Landscape genetic connectivity in European wildcat (Felis silvestris silvestris): a matter of food, shelters and demographic status of populations",CONSERVATION GENETICS,10.1007/s10592-022-01443-9,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Postaire, B. D.; Feldheim, K. A.; Clementi, G. M.; Quinlan, J.; Bergmann, M. P. M. van Zinnicq; Brooks, E. J.; Grubbs, R. D.; Guttridge, T. L.; Henderson, A. C.; Tavares, R.; Chapman, D. D.",Small localized breeding populations in a widely distributed coastal shark species,CONSERVATION GENETICS,10.1007/s10592-021-01398-3,2022,Global North,Global North,Both (Shared Resident),Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Pyron, R. Alexander; Beamer, David A.; Holzheuser, Chace R.; Lemmon, Emily Moriarty; Lemmon, Alan R.; Wynn, Addison H.; O'Connell, Kyle A.",Contextualizing enigmatic extinctions using genomic DNA from fluid-preserved museum specimens of Desmognathus salamanders,CONSERVATION GENETICS,10.1007/s10592-021-01424-4,2022,Global North,Global North,Global North,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,
"Quinteiro, Javier; Gonzalez-Lorenzo, Gustavo; Hernandez-Reyes, Dailo; Quinteiro, Lara; Herrera-Perez, Rogelio; Martinez-Barrio, Juan; Antonio Gonzalez, Jose; Rey-Mendez, Manuel; Gonzalez-Henriquez, Nieves","Genetic differentiation of a critically endangered population of the limpet Patella candei candei d'Orbigny, 1840, in the Canary Islands",CONSERVATION GENETICS,10.1007/s10592-022-01456-4,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Reid, Neil; Hughes, Maria F.; Hynes, Rosaleen A.; Montgomery, W. Ian; Prodohl, Paulo A.","Bidirectional hybridisation and introgression between introduced European brown hare, Lepus europaeus and the endemic Irish hare, L. timidus hibernicus",CONSERVATION GENETICS,10.1007/s10592-022-01471-5,2022,Global North,Global North,Global North,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Reyne, Marina; Dicks, Kara; McFarlane, Claire; Aubry, Aurelie; Emmerson, Mark; Marnell, Ferdia; Reid, Neil; Helyar, Sarah",Population genetic structure of the Natterjack toad (Epidalea calamita) in Ireland: implications for conservation management,CONSERVATION GENETICS,10.1007/s10592-021-01421-7,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Rezic, Andrea; Iacolina, Laura; Buzan, Elena; Safner, Toni; Bego, Ferdinand; Gacic, Dragan; Maletic, Vladimir; Markov, Georgi; Milosevic, Dragana; Papaioannou, Haritakis; Sprem, Nikica","The Balkan chamois, an archipelago or a peninsula? Insights from nuclear and mitochondrial DNA",CONSERVATION GENETICS,10.1007/s10592-022-01434-w,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA
"Rosenthal, William C.; Fennell, John M.; Mandeville, Elizabeth G.; Burckhardt, Jason C.; Walters, Annika W.; Wagner, Catherine E.",Hybridization decreases native cutthroat trout reproductive fitness,MOLECULAR ECOLOGY,10.1111/mec.16578,2022,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Rougemont, Quentin; Xuereb, Amanda; Dallaire, Xavier; Moore, Jean-Sebastien; Normandeau, Eric; Rondeau, Eric B.; Withler, Ruth E.; Van Doornik, Donald M.; Crane, Penelope A.; Naish, Kerry A.; Garza, John Carlos; Beacham, Terry D.; Koop, Ben F.; Bernatchez, Louis",Long-distance migration is a major factor driving local adaptation at continental scale in Coho salmon,MOLECULAR ECOLOGY,10.1111/mec.16339,2022,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Rowan, Lauren; Arbogast, Brian; Kamel, Stephanie Jill","Assessing the genetic consequences of habitat fragmentation on the federally threatened cheat mountain salamander (Plethodon nettingi): a comparative, multi-locus approach",CONSERVATION GENETICS,10.1007/s10592-022-01449-3,2022,Global North,Global North,Global North,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,also microsats
"Saha, Atal; Andersson, Anastasia; Kurland, Sara; Keehnen, Naomi L. P.; Kutschera, Verena E.; Hossjer, Ola; Ekman, Diana; Karlsson, Sten; Kardos, Marty; Stahl, Gunnar; Allendorf, Fred W.; Ryman, Nils; Laikre, Linda",Whole-genome resequencing confirms reproductive isolation between sympatric demes of brown trout (Salmo trutta) detected with allozymes,MOLECULAR ECOLOGY,10.1111/mec.16252,2022,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,also allozymes
"Senior, Anna F.; Clemann, Nick; Gardner, Michael G.; Harrisson, Katherine A.; While, Geoffrey M.; Chapple, David G.","Genetic structure, diversity and distribution of a threatened lizard affected by widespread habitat fragmentation",CONSERVATION GENETICS,10.1007/s10592-021-01408-4,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Setzke, Christopher; Wong, Carmen; Russello, Michael A.","Genome-wide assessment of kokanee salmon stock diversity, population history and hatchery representation at the northern range margin",CONSERVATION GENETICS,10.1007/s10592-021-01418-2,2022,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Statham, Mark J.; Aylward, Cody M.; Barthman-Thompson, Laureen; Kierepka, Elizabeth M.; Sacks, Benjamin N.",Landscape genetics of an endangered salt marsh endemic: Identifying population continuity and barriers to dispersal,CONSERVATION GENETICS,10.1007/s10592-022-01446-6,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Stephens, Kirstin; Tolley, Krystal A.; da Silva, Jessica M.","A decade of genetic monitoring reveals increased inbreeding for the Endangered western leopard toad, Sclerophrys pantherina",CONSERVATION GENETICS,10.1007/s10592-022-01463-5,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Swope, Sarah Macneil; Soto, Tatyana Yazmine; Rahman-Khan Arana, Nia","Historic DNA reveals genetic consequences of fragmentation in an endangered, endemic mustard",CONSERVATION GENETICS,10.1007/s10592-021-01406-6,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Tsuchiya, Kojin; Zayasu, Yuna; Nakajima, Yuichi; Arakaki, Nana; Suzuki, Go; Satoh, Noriyuki; Shinzato, Chuya","Genomic analysis of a reef-building coral, Acropora digitifera, reveals complex population structure and a migration network in the Nansei Islands, Japan",MOLECULAR ECOLOGY,10.1111/mec.16665,2022,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Turcotte, Audrey; Blouin-Demers, Gabriel; Garant, Dany","Exploring the effect of 195 years-old locks on species movement: landscape genetics of painted turtles in the Rideau Canal, Canada",CONSERVATION GENETICS,10.1007/s10592-022-01431-z,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Vacher, Jean-Pierre; Graitson, Eric; Cauwenbergh, Julie; Ursenbacher, Sylvain","Conservation genetics of a wide-ranged temperate snake: same species, different locations, and different behaviour",CONSERVATION GENETICS,10.1007/s10592-021-01416-4,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Valenzuela-Aguayo, Francisca; McCracken, Gregory R.; Diaz, Gustavo; Manosalva, Aliro; Habit, Evelyn; Ruzzante, Daniel E.","Connectivity, diversity, and hybridization between two endemic fish species (Percilia spp.) in a complex temperate landscape",CONSERVATION GENETICS,10.1007/s10592-021-01400-y,2022,Both,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA
"Van Natto, Alyson C.; Eckert, Christopher G.",Genetic and conservation significance of populations at the polar vs. equatorial range limits of the Pacific coastal dune endemic Abronia umbellata (Nyctaginaceae),CONSERVATION GENETICS,10.1007/s10592-021-01409-3,2022,Global North,Global North,Both (Shared Resident),Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Vilaca, Sibelle Torres; Hahn, Anelise Torres; Naro-Maciel, Eugenia; Abreu-Grobois, F. Alberto; Bowen, Brian W.; Castilhos, Jaqueline C.; Ciofi, Claudio; FitzSimmons, Nancy N.; Jensen, Michael P.; Formia, Angela; Limpus, Colin J.; Natali, Chiara; Soares, Luciano S.; de Thoisy, Benoit; Whiting, Scott D.; Bonatto, Sandro L.","Global phylogeography of ridley sea turtles (Lepidochelys spp.): evolution, demography, connectivity, and conservation",CONSERVATION GENETICS,10.1007/s10592-022-01465-3,2022,Global North,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Vlasta, Tomas; Muenzbergova, Zuzana",Genetic variation in lowland and mountain populations of Tofieldia calyculata and their ability to survive within low levels of genetic diversity,CONSERVATION GENETICS,10.1007/s10592-022-01439-5,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Weaver, Sam; McGaugh, Suzanne E.; Kono, Thomas J. Y.; Macip-Rios, Rodrigo; Gluesenkamp, Andrew G.","Assessing genomic and ecological differentiation among subspecies of the rough-footed mud turtle, Kinosternon hirtipes",JOURNAL OF HEREDITY,10.1093/jhered/esac036,2022,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Wenner, Sarah M.; Murphy, Melanie A.; Delaney, Kathleen S.; Pauly, Gregory B.; Richmond, Jonathan Q.; Fisher, Robert N.; Robertson, Jeanne M.",Natural and anthropogenic landscape factors shape functional connectivity of an ecological specialist in urban Southern California,MOLECULAR ECOLOGY,10.1111/mec.16656,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Willis, Stuart C.; Hollenbeck, Christopher M.; Puritz, Jonathan B.; Portnoy, David S.",Genetic recruitment patterns are patchy and spatiotemporally unpredictable in a deep-water snapper (Lutjanus vivanus) sampled in fished and protected areas of western Puerto Rico,CONSERVATION GENETICS,10.1007/s10592-021-01426-2,2022,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Puerto Rico—tricky case
"Zimmerman, Shawna J.; Aldridge, Cameron L.; Hooten, Mevin B.; Oyler-McCance, Sara J.",Scale-dependent influence of the sagebrush community on genetic connectivity of the sagebrush obligate Gunnison sage-grouse,MOLECULAR ECOLOGY,10.1111/mec.16470,2022,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Antunes, Bernardo; Figueiredo-Vazquez, Clara; Dudek, Katarzyna; Liana, Marcin; Pabijan, Maciej; Zielinski, Piotr; Babik, Wieslaw",Landscape genetics reveals contrasting patterns of connectivity in two newt species (Lissotriton montandoni and L. vulgaris),MOLECULAR ECOLOGY,10.1111/mec.16543,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Azevedo-Silva, Marianne; Cortes, Marina C.; Carvalho, Carolina S.; Mori, Gustavo M.; Souza, Anete P.; Oliveira, Paulo S.",Landscape genetics in a highly threatened environment: how relevant to ants is the physiognomic mosaic of the cerrado savanna?,CONSERVATION GENETICS,10.1007/s10592-023-01537-y,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Baetscher, Diana S.; Nuetzel, Hayley M.; Garza, John Carlos",Highly accurate species identification of Eastern Pacific rockfishes (Sebastes spp.) with high-throughput DNA sequencing,CONSERVATION GENETICS,10.1007/s10592-023-01521-6,2023,Global North,Global North,Global North,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,
"Barao-Nobrega, Jose Antonio L.; Gonzalez-Jauregui, Mauricio; Padilla-Paz, Sergio; Maher, Kathryn H.; Martinez-Arce, Arely; Cedeno-Vazquez, Jose Rogelio; Jehle, Robert",Characterising a genetic stronghold amidst pervasive admixture: Morelet's crocodiles (Crocodylus moreletii) in central Yucatan,CONSERVATION GENETICS,10.1007/s10592-023-01544-z,2023,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization focus
"Barfield, Sarah; Davies, Sarah W.; Matz, Mikhail V.",Evidence of sweepstakes reproductive success in a broadcast-spawning coral and its implications for coral metapopulation persistence,MOLECULAR ECOLOGY,10.1111/mec.16774,2023,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Beck, James B.; Fehlberg, Kevin M.; Fehlberg, Shannon D.",Genomic and morphological assessment of the status of Kuenzler's hedgehog cactus (Echinocereus fendleri var. kuenzleri),CONSERVATION GENETICS,10.1007/s10592-023-01527-0,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Berkman, Leah K.; Titus, Chelsea L.; Thomas, Dustin R.; Fluker, Brook L.; Cieslewicz, Paul; Knuth, Dave; Koppelman, Jeffrey B.; Eggert, Lori S.",Genetic differences among the Interior Highlands walleye (Sander vitreus) with mitochondrial and nuclear markers indicate the need for updated stocking practices,CONSERVATION GENETICS,10.1007/s10592-023-01504-7,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Bertola, Lorenzo V.; Higgie, Megan; Zenger, Kyall R.; Hoskin, Conrad J.",Conservation genomics reveals fine-scale population structuring and recent declines in the Critically Endangered Australian Kuranda Treefrog,CONSERVATION GENETICS,10.1007/s10592-022-01499-7,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Biello, Roberto; Brunelli, Andrea; Sozio, Giulia; Havenstein, Katja; Mortelliti, Alessio; Ketmaier, Valerio; Vilaca, Sibelle Torres; Bertorelle, Giorgio",The genetic structure and connectivity in two sympatric rodent species with different life histories are similarly affected by land use disturbances,CONSERVATION GENETICS,10.1007/s10592-022-01485-z,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Bohn, Sandra E.; Kreiser, Brian R.; Williford, Damon; Anderson, Joel; Karel, William",To all the gar I loved before: range-wide population genetic structure in Alligator gar,CONSERVATION GENETICS,10.1007/s10592-023-01516-3,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Brasil, Sandara N. R.; Kelemen, Evan P.; Rehan, Sandra M.",Historic DNA uncovers genetic effects of climate change and landscape alteration in two wild bee species,CONSERVATION GENETICS,10.1007/s10592-022-01488-w,2023,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Budd, Kris; Gunn, Joe C.; Sullivan, Lauren L.; Eggert, Lori S.","Identification of conservation priority units in the Asian elephant, Elephas maximus",CONSERVATION GENETICS,10.1007/s10592-023-01542-1,2023,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Byerly, Paige A.; Chesser, R. Terry; Fleischer, Robert C.; McInerney, Nancy; Przelomska, Natalia A. S.; Leberg, Paul L.",Conservation genomics reveals low connectivity among populations of threatened roseate terns (Sterna dougallii) in the Atlantic Basin,CONSERVATION GENETICS,10.1007/s10592-023-01505-6,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Byrne, Allison Q.; Rothstein, Andrew P.; Smith, Lydia L.; Kania, Hannah; Knapp, Roland A.; Boiano, Daniel M.; Briggs, Cheryl J.; Backlin, Adam R.; Fisher, Robert N.; Rosenblum, Erica Bree","Revisiting conservation units for the endangered mountain yellow-legged frog species complex (Rana muscosa, Rana sierrae) using multiple genomic methods",CONSERVATION GENETICS,10.1007/s10592-023-01568-5,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Camus, Louise; Poli, Pedro; Delaugerre, Michel-Jean; Dreano, Stephane; Cucherat, Xavier; Natali, Christine; Guiller, Annie",Unexpected and spatially structured genetic diversity of the relict population of the endangered corsican land snail Tyrrhenaria ceratina,CONSERVATION GENETICS,10.1007/s10592-023-01535-0,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Carracedo, Mario A. Gonzalez; Ferrer, Mariano Hernandez; Cabrera, Raimundo; Bernardos, Maria; Perez, Jose A. Perez",Phylogeographic analysis points toward invasion of the Timanfaya National Park (Lanzarote; Canary Islands) by a translocated native plant (Rumex lunaria),CONSERVATION GENETICS,10.1007/s10592-023-01592-5,2023,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Cavedon, Maria; Neufeld, Lalenia; Finnegan, Laura; Hervieux, Dave; Michalak, Anita; Pelletier, Agnes; Polfus, Jean; Schwantje, Helen; Skinner, Geoff; Steenweg, Robin; Thacker, Caeley; Poissant, Jocelyn; Musiani, Marco",Genomics of founders for conservation breeding: the Jasper caribou case,CONSERVATION GENETICS,10.1007/s10592-023-01540-3,2023,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Chakraborty, Subhankar; Boominathan, D.; Desai, Ajay A.; Vidya, T. N. C.","Using genetic analysis to estimate population size, sex ratio, and social organization in an Asian elephant population in conflict with humans in Alur, southern India (vol 15, pg 897, 2014)",CONSERVATION GENETICS,10.1007/s10592-022-01487-x,2023,Global South,Global South,Global South,Microsatellites,Identification / Sexing / Taxonomy / Systematics,
"Chen, Honglu; Zhu, YuanKui; Yi, Shaokui; Zhang, Qingfei; Wang, Weimin",Population genetics and phylogeography of Paramisgurnus dabryanus (Cypriniformes: Cobitidae) in six river basins of China,CONSERVATION GENETICS,10.1007/s10592-023-01518-1,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,China
"Cohen, James, I; Ruane, Lauren G.","Conservation genetics of Phlox hirsuta, a serpentine endemic",CONSERVATION GENETICS,10.1007/s10592-022-01478-y,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,also microsats
"Cona, Matias; Chavez, Alexandra; Leon-Lobos, Pedro; Marin, Juan Carlos; Hinrichsen, Patricio","Genetic structure and north-south decrease of genetic diversity in the Patagonian maqui berry (Aristotelia chilensis [Molina] Stuntz): implications for its conservation and use (vol 24, pg 693, 2023)",CONSERVATION GENETICS,10.1007/s10592-023-01560-z,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Correll Trnka, Anika N.; Gaskin, Chris P.; Rayner, Matt J.; Stephenson, Brent; Robertson, Fiona; Robertson, Bruce C.; Santure, Anna W.",Population genomics of the 'rediscovered' threatened New Zealand storm petrel (Fregetta maoriana) support a single breeding colony,CONSERVATION GENETICS,10.1007/s10592-023-01597-0,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Cox, Karen; Schepers, Robbert; Van Breusegem, An; Speybroeck, Jeroen",The common ground in landscape effects on gene flow in two newt species in an agroecosystem,CONSERVATION GENETICS,10.1007/s10592-023-01539-w,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Crossman, Carla A.; Fontaine, Michael C.; Frasier, Timothy R.",A comparison of genomic diversity and demographic history of the North Atlantic and Southwest Atlantic southern right whales,MOLECULAR ECOLOGY,10.1111/mec.17099,2023,Global North,Global North,Both (Shared Resident),WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Fernandez-Martin, Eva Maria; Schramm, Yolanda; Heckel, Gisela; Abadia-Cardoso, Alicia","The genetic diversity, phylogeography, and population structure of Pacific harbor seals reveal isolation at the southern end of their distribution",CONSERVATION GENETICS,10.1007/s10592-023-01543-0,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Ford, Michael J.; Berntson, Ewann A.; Moran, Paul; McKinney, Garrett J.",Genomic divergence of hatchery- and natural-origin Chinook salmon (Oncorhynchus tshawytscha) in two supplemented populations,CONSERVATION GENETICS,10.1007/s10592-022-01491-1,2023,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Frere, C. H.; O'Reilly, G. D.; Strickland, K.; Schultz, A.; Hohwieler, K.; Hanger, J.; de Villiers, D.; Cristescu, R.; Powell, D.; Sherwin, W.",Evaluating the genetic consequences of population subdivision as it unfolds and how to best mitigate them: A rare story about koalas,MOLECULAR ECOLOGY,10.1111/mec.16877,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Garrote, Pedro J. J.; Castilla, Antonio R. R.; Pico, F. Xavier; Fedriani, Jose M. M.",Examining the spatiotemporal variation of genetic diversity and genetic rarity in the natural plant recolonization of human-altered areas,CONSERVATION GENETICS,10.1007/s10592-023-01503-8,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Glennon, K. L.; Le Roux, J. J.; Thompson, D. I.",Genetic insights into pepper-bark tree (Warburgia salutaris) reproduction in South Africa,CONSERVATION GENETICS,10.1007/s10592-023-01531-4,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Gonzalez-Castellano, Ines; Mari-Mena, Neus; Segelbacher, Gernot; Lopez-Vaamonde, Carlos; Gonzalez-Lopez, Jorge; Fagundez, Jaime; Vila, Marta","Landscape genetics of the protected Spanish Moon Moth in core, buffer, and peripheral areas of the Ordesa y Monte Perdido National Park (Central Pyrenees, Spain)",CONSERVATION GENETICS,10.1007/s10592-023-01536-z,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Hansen, Charles Christian Riis; Laruson, Aki Jarl; Rasmussen, Jacob Agerbo; Ballesteros, Jesus Adrian Chimal; Sinding, Mikkel-Holger S.; Hallgrimsson, Gunnar T. T.; von Schmalensee, Menja; Stefansson, Robert A. A.; Skarphedinsson, Kristinn Haukur; Labansen, Aili Lage; Leivits, Madis; Sonne, Christian; Dietz, Rune; Skelmose, Kim; Boertmann, David; Eulaers, Igor; Martin, Michael D. D.; Helgason, Agnar S. S.; Gilbert, M. Thomas P.; Palsson, Snaebjorn",Genomic diversity and differentiation between island and mainland populations of white-tailed eagles (Haliaeetus albicilla),MOLECULAR ECOLOGY,10.1111/mec.16858,2023,Global North,Global North,Global North,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Hartley, Renee; Clemann, Nick; Atkins, Zak; Scheele, Ben C. C.; Lindenmayer, David B. B.; Amor, Michael D. D.",Isolated on sky islands: genetic diversity and population structure of an endangered mountain lizard,CONSERVATION GENETICS,10.1007/s10592-022-01495-x,2023,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Higashikawa, Wataru; Yoshimura, Mayumi; Nagano, Atsushi J.; Maeto, Kaoru","Conservation genomics of an endangered floodplain dragonfly, Sympetrum pedemontanum elatum (Selys), in Japan",CONSERVATION GENETICS,10.1007/s10592-023-01595-2,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Ilves, Aigi; Kaljund, Karin; Sild, Erkki; Munzbergova, Zuzana",High genetic variation of Trifolium alpestre at the northern margin: but for how long?,CONSERVATION GENETICS,10.1007/s10592-022-01490-2,2023,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Jana, Ananya; Karanth, K. Praveen",Not all is black and white: phylogeography and population genetics of the endemic blackbuck (Antilope cervicapra),CONSERVATION GENETICS,10.1007/s10592-022-01479-x,2023,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,also mtDNA
"Jang-Liaw, Nian-Hong; Tan, Yu-Chun; Chang, Chia-Jui; Juan, Chung-Hao; Hou, Hsuan-Yi; Chung, Li-Wai; Cao, Huan-Song; Waku, Daisuke; Chang, Shih-Wei; Lee, Ling-Ling",Genetic diversity and structure of Eurasian otters on Kinmen Island,CONSERVATION GENETICS,10.1007/s10592-023-01525-2,2023,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,"Taiwan (High HDI, but Global South)"
"Jordan, Rebecca; Price, Meridy; Harrison, Peter A. A.; Prober, Suzanne M. M.; Vaillancourt, Rene E.; Steane, Dorothy",Landscape genomics reveals signals of climate adaptation and a cryptic lineage in Arthropodium fimbriatum,CONSERVATION GENETICS,10.1007/s10592-023-01514-5,2023,Global North,Global North,Global North,Reduced Representation,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Jospin, Amanda; Chittaro, Yannick; Bolt, Daniel; Demerges, David; Gurcel, Kevin; Hensle, Juergen; Sanchez, Andreas; Praz, Christophe; Lucek, Kay","Genomic evidence for three distinct species in the Erebia manto complex in Central Europe (Lepidoptera, Nymphalidae)",CONSERVATION GENETICS,10.1007/s10592-023-01501-w,2023,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
